Codice Conto,Descrizione conto,Data operazione,COD,Descrizione operazione,Numero documento,Data documento,Numero Fattura,Importo,Saldo,Contropartita,Costi Diretti,Costi Indiretti,Attività economiche,Attività non economiche,Codice progetto
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,78018,31/05/2021,143,-36.47,36.46999999999409,SIAD S.I.A.D. S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,78018,31/05/2021, ,36.47,-5.911715561524034e-12,SIAD S.I.A.D. S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,178,07/06/2021,144,-298.27,298.2699999999941,DBELE DB ELECTRONIC INST,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,178,07/06/2021, ,298.27,-5.911715561524034e-12,DBELE DB ELECTRONIC INST,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,68,09/06/2021,145,-442.0,441.9999999999941,MISURE MISURE S.N.C. DI B,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,68,09/06/2021, ,442.0,-5.911715561524034e-12,MISURE MISURE S.N.C. DI B,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,64882,10/06/2021,147,-363.9,363.8999999999941,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,64882,10/06/2021, ,363.9,-5.911715561524034e-12,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,206,31/05/2021,148,-165.05,165.0499999999941,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,206,31/05/2021, ,165.05,-5.911715561524034e-12,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,FPR133 ,14/06/2021,149,-300.0,299.9999999999941,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,FPR133 ,14/06/2021, ,300.0,-5.911715561524034e-12,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,1229,CESS.COMPENS.REV.CH,93373,15/06/2021,150,323.88,-323.8800000000059,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,160,Giroconto Cessione ,93373,15/06/2021, ,-323.88,-5.911715561524034e-12,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,59 / 4 ,04/06/2021,151,-5100.0,5099.999999999995,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,59 / 4 ,04/06/2021, ,5100.0,0.0,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,60 / 4 ,04/06/2021,152,-5400.0,5400.0,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,60 / 4 ,04/06/2021, ,5400.0,0.0,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,88/PRSP,15/06/2021,153,-205.0,205.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,88/PRSP,15/06/2021, ,205.0,0.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,1229,CESS.COMPENS.REV.CH,93374,15/06/2021,154,323.88,-323.88,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,160,Giroconto Cessione ,93374,15/06/2021, ,-323.88,0.0,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,93463,16/06/2021,155,-1571.25,1571.25,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,93463,16/06/2021, ,1571.25,0.0,FISHER FISHER SCIENTIFIC,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,62362,03/06/2021,156,-13.02,13.02,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,62362,03/06/2021, ,13.02,0.0,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,FPR19 ,22/06/2021,157,-1410.0,1410.0,GHT EXGHTP s.r.l. in l,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,FPR19 ,22/06/2021, ,1410.0,0.0,GHT EXGHTP s.r.l. in l,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,92/PRSP,22/06/2021,158,-122.0,122.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,92/PRSP,22/06/2021, ,122.0,0.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,210368,22/06/2021,159,-830.0,830.0,ENCOSR EN.CO. SRL UNIPERS,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,210368,22/06/2021, ,830.0,0.0,ENCOSR EN.CO. SRL UNIPERS,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,65 / 4 ,21/06/2021,160,-3150.0,3150.0,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,65 / 4 ,21/06/2021, ,3150.0,0.0,HORIBA HORIBA ITALIA SRL,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,A5882 ,25/06/2021,161,-2002.0,2002.0,PRODO1 PRODOTTI GIANNI SR,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,A5882 ,25/06/2021, ,2002.0,0.0,PRODO1 PRODOTTI GIANNI SR,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,2042 A ,30/06/2021,162,-500.0,500.0,DBA D.B.A. ITALIA S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,150,Giroconto Cessione ,2042 A ,30/06/2021, ,500.0,0.0,DBA D.B.A. ITALIA S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,30/06/2021,229,CESS.COMPENS.REV.CH,1212021,31/05/2021,142,-49.8,49.8,LINKEM LINKEM S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,06/07/2021,150,Giroconto Cessione ,1212021,31/05/2021, ,49.8,0.0,LINKEM LINKEM S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,229,CESS.COMPENS.REV.CH,18/SP ,30/06/2021,165,-171.1,171.1,SIDSPA SIDERSAN SPA,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,150,Giroconto Cessione ,18/SP ,30/06/2021, ,171.1,0.0,SIDSPA SIDERSAN SPA,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,229,CESS.COMPENS.REV.CH,55060,30/06/2021,166,-165.0,165.0,VWR VWR INTERNATIONAL,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,150,Giroconto Cessione ,55060,30/06/2021, ,165.0,0.0,VWR VWR INTERNATIONAL,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,229,CESS.COMPENS.REV.CH,068-21 ,30/06/2021,167,-998.0,998.0,DORATE DORA TECNOLOGIE DI,,,,,
9.01.017,RICAVI C/VENDITE ,30/07/2021,150,Giroconto Cessione ,068-21 ,30/06/2021, ,998.0,0.0,DORATE DORA TECNOLOGIE DI,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,607/03 ,30/06/2021,168,-3000.0,3000.0,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,607/03 ,30/06/2021, ,3000.0,0.0,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,99238,30/06/2021,169,-441.62,441.62,SIAD S.I.A.D. S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,99238,30/06/2021, ,441.62,0.0,SIAD S.I.A.D. S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,469/21 ,02/07/2021,170,-1609.0,1609.0,NOINTE NOVA INFORMATION T,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,469/21 ,02/07/2021, ,1609.0,0.0,NOINTE NOVA INFORMATION T,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,437,30/06/2021,171,-53.29,53.29,ALGEN ALGEN S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,437,30/06/2021, ,53.29,0.0,ALGEN ALGEN S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,4907/V1,02/07/2021,172,-21.82,21.82,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,4907/V1,02/07/2021, ,21.82,0.0,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,2/001 ,30/06/2021,173,-57918.67,57918.67,TOPIN TOP-IN S.C.A.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,2/001 ,30/06/2021, ,57918.67,0.0,TOPIN TOP-IN S.C.A.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,161,05/07/2021,174,-300.0,300.0,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,161,05/07/2021, ,300.0,0.0,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,146,06/07/2021,175,-107.27,107.27,GBVEND GB VENDING SRLS,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,146,06/07/2021, ,107.27,0.0,GBVEND GB VENDING SRLS,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,471,08/07/2021,176,-40.0,40.0,MCSSRL MCS S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,471,08/07/2021, ,40.0,0.0,MCSSRL MCS S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,78,30/06/2021,177,-665.0,665.0,GENTAU GENTAUR S.R.L. UNI,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,78,30/06/2021, ,665.0,0.0,GENTAU GENTAUR S.R.L. UNI,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,38,30/06/2021,178,-2320.0,2320.0,REMEDI REMEDIX S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,38,30/06/2021, ,2320.0,0.0,REMEDI REMEDIX S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,68404,28/06/2021,179,-20826.0,20826.0,AVNET AVNET EMG ITALY S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,68404,28/06/2021, ,20826.0,0.0,AVNET AVNET EMG ITALY S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,79,13/07/2021,180,-1800.0,1800.0,START START-UP IMPRESA S,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,79,13/07/2021, ,1800.0,0.0,START START-UP IMPRESA S,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,627/03 ,09/07/2021,181,-1538.45,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,632/03 ,09/07/2021,182,-1538.45,3076.9,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,632/03 ,09/07/2021, ,1538.45,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,634/03 ,09/07/2021,183,-1538.45,3076.9,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,634/03 ,09/07/2021, ,1538.45,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,628/03 ,09/07/2021,184,-1561.68,3100.13,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,628/03 ,09/07/2021, ,1561.68,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,630/03 ,09/07/2021,185,-1561.68,3100.13,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,630/03 ,09/07/2021, ,1561.68,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,629/03 ,09/07/2021,186,-1584.91,3123.36,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,629/03 ,09/07/2021, ,1584.91,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,262,30/06/2021,187,-5.05,1543.5,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,262,30/06/2021, ,5.05,1538.45,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,631/03 ,09/07/2021,188,-1561.68,3100.13,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,631/03 ,09/07/2021, ,1561.68,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,633/03 ,09/07/2021,189,-1538.45,3076.9,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,633/03 ,09/07/2021, ,1538.45,1538.45,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,79748,02/07/2021,190,-13.02,1551.47,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,79748,02/07/2021, ,13.02,1538.45,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,35/FE ,20/07/2021,191,-21500.0,23038.45,R4I R4I S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,35/FE ,20/07/2021, ,21500.0,1538.450000000001,R4I R4I S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,26,20/07/2021,192,-400.0,1938.450000000001,ZIEGLE ZIEGLER EMILIO OFF,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,26,20/07/2021, ,400.0,1538.450000000001,ZIEGLE ZIEGLER EMILIO OFF,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,20011,19/07/2021,193,-6118.0,7656.450000000001,GEHEAL Cytiva Europe GmbH,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,20011,19/07/2021, ,6118.0,1538.450000000001,GEHEAL Cytiva Europe GmbH,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,34187,19/07/2021,194,-267.0,1805.450000000001,RS RS COMPONENTS S.r.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,34187,19/07/2021, ,267.0,1538.450000000001,RS RS COMPONENTS S.r.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,20033,21/07/2021,195,-387.6,1926.050000000001,GEHEAL Cytiva Europe GmbH,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,20033,21/07/2021, ,387.6,1538.450000000001,GEHEAL Cytiva Europe GmbH,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,2079,22/07/2021,196,-685.0,2223.450000000001,NOTGER NOTARBARTOLO & GER,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,2079,22/07/2021, ,685.0,1538.450000000001,NOTGER NOTARBARTOLO & GER,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,2058,15/07/2021,197,-54117.0,55655.45,TECON TECON,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,2058,15/07/2021, ,54117.0,1538.449999999997,TECON TECON,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,3668,27/07/2021,198,-399.6,1938.049999999997,SILCAM Silcam Italia S.r.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,3668,27/07/2021, ,399.6,1538.449999999997,SILCAM Silcam Italia S.r.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,1569,23/07/2021,199,-6433.0,7971.449999999997,EOSSRL EOS SRL ELECTRO OP,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,1569,23/07/2021, ,6433.0,1538.449999999997,EOSSRL EOS SRL ELECTRO OP,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,627/03 ,09/07/2021, ,1538.45,-2.955857780762017e-12,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,51125,22/07/2021,200,-533.85,533.8499999999971,VODAFO VODAFONE ITALIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,51125,22/07/2021, ,533.85,-2.955857780762017e-12,VODAFO VODAFONE ITALIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,741/03 ,27/07/2021,201,-1631.37,1631.369999999997,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,741/03 ,27/07/2021, ,1631.37,-2.955857780762017e-12,LGSOLU L & G SOLUTION SRL,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,M46725 ,27/07/2021,202,-1661.91,1661.909999999997,EDENRE EDENRED ITALIA Srl,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto cessione , ,31/07/2021, ,1661.91,-2.955857780762017e-12,EDENRE EDENRED ITALIA Srl,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,56/PA21,28/07/2021,203,-6200.0,6199.999999999997,HARDSO Hard & Soft House,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,56/PA21,28/07/2021, ,6200.0,0.0,HARDSO Hard & Soft House,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,229,CESS.COMPENS.REV.CH,84,30/07/2021,204,-600.0,600.0,PAONE LEGATORIA E SERIGR,,,,,
9.01.017,RICAVI C/VENDITE ,31/07/2021,150,Giroconto Cessione ,84,30/07/2021, ,600.0,0.0,PAONE LEGATORIA E SERIGR,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,FPR191 ,31/07/2021,211,-200.0,200.0,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,FPR191 ,31/07/2021, ,200.0,0.0,NUOQUA NUOVA QUADRIFOGLIO,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,8883/V1,30/07/2021,212,-186.7,186.7,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,8883/V1,30/07/2021, ,186.7,0.0,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,21/SP ,31/07/2021,213,-120.55,120.55,SIDSPA SIDERSAN SPA,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,21/SP ,31/07/2021, ,120.55,0.0,SIDSPA SIDERSAN SPA,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,522,31/07/2021,214,-15.84,15.84,ALGEN ALGEN S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,522,31/07/2021, ,15.84,0.0,ALGEN ALGEN S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,293114,04/08/2021,215,-283.0,283.0,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,293114,04/08/2021, ,283.0,0.0,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,160,Giroconto Cessione ,858/R1 ,03/08/2021, ,-186.7,186.7,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,23833,01/08/2021,217,-49.8,236.5,LINKEM LINKEM S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,23833,01/08/2021, ,49.8,186.7,LINKEM LINKEM S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,29339,03/08/2021,218,-186.7,373.4,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,1229,CESS.COMPENS.REV.CH,858/R1 ,03/08/2021,216,186.7,186.7,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,29339,03/08/2021, ,186.7,0.0,ELECAM ELETTROCAMPANIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,204923,09/08/2021,219,-22595.45,22595.45,PERKIN PerkinElmer Italia,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,204923,09/08/2021, ,22595.45,0.0,PERKIN PerkinElmer Italia,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,104,31/07/2021,220,-6800.0,6800.0,DATABO DATABOOZ ITALIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,104,31/07/2021, ,6800.0,0.0,DATABO DATABOOZ ITALIA S.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,287,31/07/2021,221,-31.31,31.31,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,287,31/07/2021, ,31.31,0.0,SMARTP SMART PIU' S.R.L.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,96425,16/08/2021,222,-389.2,389.2,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,96425,16/08/2021, ,389.2,0.0,SIGMAA SIGMA ALDRICH S.R.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,229,CESS.COMPENS.REV.CH,99165,04/08/2021,223,-13.02,13.02,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,31/08/2021,150,Giroconto Cessione ,99165,04/08/2021, ,13.02,0.0,BANEMI BPER BANCA S.P.A.,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,229,CESS.COMPENS.REV.CH,116,02/09/2021,225,-313.0,313.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,150,Giroconto Cessione ,116,02/09/2021, ,313.0,0.0,SIALSR S.I.A.L. SRL,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,229,CESS.COMPENS.REV.CH,FPR23 ,06/09/2021,226,-2975.0,2975.0,GHT EXGHTP s.r.l. in l,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,150,Giroconto Cessione ,FPR23 ,06/09/2021, ,2975.0,0.0,GHT EXGHTP s.r.l. in l,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,229,CESS.COMPENS.REV.CH,5\PA/24,07/09/2021,227,-113.1,113.1,CRCSTO C.R.C. STORE S.R.L,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,150,Giroconto Cessione ,5\PA/24,07/09/2021, ,113.1,0.0,CRCSTO C.R.C. STORE S.R.L,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,229,CESS.COMPENS.REV.CH,326,10/09/2021,228,-440.0,440.0,SAFET2 SAFETY-NATURE S.A.,,,,,
9.01.017,RICAVI C/VENDITE ,23/09/2021,150,Giroconto Cessione ,326,10/09/2021, ,440.0,0.0,SAFET2 SAFETY-NATURE S.A.,,,,,
